OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE_FIXED,REPORT_DATE,OCC_DATE_FIXED,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
9351,GO-2022160873,2022-01-25,1.64309E+12,2022-01-21,1.64274E+12,2022,January,25,25,Tuesday   ,10,2022,January,21,21,Friday    ,22,D32,Pharmacy,Other,2133,200,Theft Over - Shoplifting,Theft Over,35,Westminster-Branson,35,Westminster-Branson (35),-79.4460503,43.78591163
9352,GO-20229002802,2022-01-25,1.64309E+12,2022-01-24,1.643E+12,2022,January,25,25,Tuesday   ,12,2022,January,24,24,Monday    ,17,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,143,West Rouge,131,Rouge (131),-79.12962545,43.78421163
9353,GO-2022168397,2022-01-26,1.64317E+12,2022-01-17,1.6424E+12,2022,January,26,26,Wednesday ,18,2022,January,17,17,Monday    ,0,D32,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,34,Bathurst Manor,34,Bathurst Manor (34),-79.4514699,43.75417033
9354,GO-2022169285,2022-01-26,1.64317E+12,2021-12-14,1.63946E+12,2022,January,26,26,Wednesday ,13,2021,December,14,348,Tuesday   ,3,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39800105,43.6393979
9355,GO-2022169710,2022-01-26,1.64317E+12,2022-01-23,1.64291E+12,2022,January,26,26,Wednesday ,14,2022,January,23,23,Sunday    ,5,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37957256,43.65628514
9356,GO-2022156261,2022-01-26,1.64317E+12,2021-06-30,1.62503E+12,2022,January,26,26,Wednesday ,11,2021,June,30,181,Wednesday ,12,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3938285,43.64624555
9357,GO-2022142990,2022-01-27,1.64326E+12,2022-01-21,1.64274E+12,2022,January,27,27,Thursday  ,13,2022,January,21,21,Friday    ,0,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.44933283,43.69589173
9358,GO-2022175740,2022-01-27,1.64326E+12,2022-01-26,1.64317E+12,2022,January,27,27,Thursday  ,12,2022,January,26,26,Wednesday ,13,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.4797082,43.64460697
9359,GO-20229003177,2022-01-27,1.64326E+12,2022-01-27,1.64326E+12,2022,January,27,27,Thursday  ,17,2022,January,27,27,Thursday  ,0,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,10,Princess-Rosethorn,10,Princess-Rosethorn (10),-79.54698755,43.6719226
9360,GO-2022177364,2022-01-27,1.64326E+12,2021-12-20,1.63998E+12,2022,January,27,27,Thursday  ,16,2021,December,20,354,Monday    ,12,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.54066593,43.62246625
9361,GO-2022185088,2022-01-28,1.64335E+12,2022-01-23,1.64291E+12,2022,January,28,28,Friday    ,17,2022,January,23,23,Sunday    ,20,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.31446147,43.68392987
9362,GO-2022182086,2022-01-28,1.64335E+12,2022-01-27,1.64326E+12,2022,January,28,28,Friday    ,10,2022,January,27,27,Thursday  ,4,D22,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,158,Islington,14,Islington-City Centre West (14),-79.56517219,43.65125914
9363,GO-2022189988,2022-01-29,1.64343E+12,2022-01-28,1.64335E+12,2022,January,29,29,Saturday  ,12,2022,January,28,28,Friday    ,0,D52,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39603243,43.65758181
9364,GO-2022168652,2022-01-29,1.64343E+12,2021-01-01,1.60948E+12,2022,January,29,29,Saturday  ,14,2021,January,1,1,Friday    ,0,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,47,Don Valley Village,47,Don Valley Village (47),-79.35949488,43.77333644
9365,GO-2022202244,2022-01-31,1.64361E+12,2022-01-17,1.6424E+12,2022,January,31,31,Monday    ,10,2022,January,17,17,Monday    ,22,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.58495343,43.69394458
9366,GO-2022205806,2022-01-31,1.64361E+12,2022-01-31,1.64361E+12,2022,January,31,31,Monday    ,18,2022,January,31,31,Monday    ,13,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.38801477,43.66996823
9367,GO-2022184505,2022-01-31,1.64361E+12,2022-01-28,1.64335E+12,2022,January,31,31,Monday    ,11,2022,January,28,28,Friday    ,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.37997035,43.65405661
9368,GO-2022202963,2022-01-31,1.64361E+12,2022-01-27,1.64326E+12,2022,January,31,31,Monday    ,12,2022,January,27,27,Thursday  ,18,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.46862728,43.71955977
9369,GO-2022177548,2022-01-31,1.64361E+12,2022-01-27,1.64326E+12,2022,January,31,31,Monday    ,8,2022,January,27,27,Thursday  ,14,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.48105787,43.78470548
9370,GO-2022210460,2022-02-01,1.64369E+12,2022-01-30,1.64352E+12,2022,February,1,32,Tuesday   ,13,2022,January,30,30,Sunday    ,8,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.58866014,43.68176678
9371,GO-2022207771,2022-02-01,1.64369E+12,2022-02-01,1.64369E+12,2022,February,1,32,Tuesday   ,3,2022,February,1,32,Tuesday   ,2,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,126,Dorset Park,126,Dorset Park (126),-79.26744367,43.75794726
9372,GO-2022213087,2022-02-01,1.64369E+12,2022-02-01,1.64369E+12,2022,February,1,32,Tuesday   ,19,2022,February,1,32,Tuesday   ,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.37997035,43.65405661
9373,GO-2022210313,2022-02-01,1.64369E+12,2021-11-12,1.63669E+12,2022,February,1,32,Tuesday   ,12,2021,November,12,316,Friday    ,12,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.58111386,43.71383883
9374,GO-2022209569,2022-02-01,1.64369E+12,2022-01-05,1.64136E+12,2022,February,1,32,Tuesday   ,10,2022,January,5,5,Wednesday ,18,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3805775,43.64641459
9375,GO-2022223920,2022-02-03,1.64386E+12,2022-02-03,1.64386E+12,2022,February,3,34,Thursday  ,12,2022,February,3,34,Thursday  ,9,D55,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.32380698,43.67139802
9376,GO-2022224211,2022-02-03,1.64386E+12,2021-11-01,1.63574E+12,2022,February,3,34,Thursday  ,11,2021,November,1,305,Monday    ,0,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44217823,43.66374737
9377,GO-2022220030,2022-02-03,1.64386E+12,2022-01-27,1.64326E+12,2022,February,3,34,Thursday  ,11,2022,January,27,27,Thursday  ,12,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45151622,43.7240306
9378,GO-2022233037,2022-02-04,1.64395E+12,2022-01-28,1.64335E+12,2022,February,4,35,Friday    ,17,2022,January,28,28,Friday    ,14,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,22,Humbermede,22,Humbermede (22),-79.54212822,43.75084157
9379,GO-2022231434,2022-02-04,1.64395E+12,2021-12-22,1.64015E+12,2022,February,4,35,Friday    ,16,2021,December,22,356,Wednesday ,10,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,36,Newtonbrook West,36,Newtonbrook West (36),-79.42587528,43.79545472
9380,GO-2022232341,2022-02-04,1.64395E+12,2022-02-04,1.64395E+12,2022,February,4,35,Friday    ,15,2022,February,4,35,Friday    ,15,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,38,Lansing-Westgate,38,Lansing-Westgate (38),-79.42876647,43.74287285
9381,GO-2022229574,2022-02-04,1.64395E+12,2022-02-03,1.64386E+12,2022,February,4,35,Friday    ,7,2022,February,3,34,Thursday  ,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55226201,43.61506204
9382,GO-2022242509,2022-02-06,1.64412E+12,2022-01-24,1.643E+12,2022,February,6,37,Sunday    ,14,2022,January,24,24,Monday    ,12,D55,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,61,Taylor-Massey,61,Taylor-Massey (61),-79.29217555,43.69607151
9383,GO-2022245408,2022-02-07,1.64421E+12,2022-02-05,1.64404E+12,2022,February,7,38,Monday    ,8,2022,February,5,36,Saturday  ,23,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,135,Morningside,135,Morningside (135),-79.20802535,43.78821941
9384,GO-2022225666,2022-02-08,1.6443E+12,2022-02-03,1.64386E+12,2022,February,8,39,Tuesday   ,12,2022,February,3,34,Thursday  ,9,D31,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.48570323,43.75518334
9385,GO-2022258167,2022-02-08,1.6443E+12,2022-02-07,1.64421E+12,2022,February,8,39,Tuesday   ,19,2022,February,7,38,Monday    ,16,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37721087,43.66359297
9386,GO-2022258982,2022-02-08,1.6443E+12,2022-01-27,1.64326E+12,2022,February,8,39,Tuesday   ,21,2022,January,27,27,Thursday  ,21,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.36228218,43.70727398
9387,GO-2022263943,2022-02-09,1.64438E+12,2022-01-19,1.64257E+12,2022,February,9,40,Wednesday ,15,2022,January,19,19,Wednesday ,15,D23,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54924116,43.70256621
9388,GO-2022263572,2022-02-09,1.64438E+12,2022-02-06,1.64412E+12,2022,February,9,40,Wednesday ,15,2022,February,6,37,Sunday    ,10,D23,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58174802,43.73777365
9389,GO-2022265245,2022-02-09,1.64438E+12,2022-02-09,1.64438E+12,2022,February,9,40,Wednesday ,19,2022,February,9,40,Wednesday ,15,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,88,High Park North,88,High Park North (88),-79.47089345,43.65456737
9390,GO-2022261000,2022-02-09,1.64438E+12,2022-02-07,1.64421E+12,2022,February,9,40,Wednesday ,8,2022,February,7,38,Monday    ,16,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.51449822,43.61236892
9391,GO-2022263387,2022-02-09,1.64438E+12,2022-01-24,1.643E+12,2022,February,9,40,Wednesday ,14,2022,January,24,24,Monday    ,19,D23,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.52596621,43.7004991
9392,GO-2022264254,2022-02-09,1.64438E+12,2022-02-03,1.64386E+12,2022,February,9,40,Wednesday ,16,2022,February,3,34,Thursday  ,18,D23,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54924116,43.70256621
9393,GO-2022268796,2022-02-10,1.64447E+12,2021-09-01,1.63047E+12,2022,February,10,41,Thursday  ,11,2021,September,1,244,Wednesday ,0,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,138,Eglinton East,138,Eglinton East (138),-79.24505779,43.74322406
9394,GO-2022269638,2022-02-10,1.64447E+12,2022-01-05,1.64136E+12,2022,February,10,41,Thursday  ,13,2022,January,5,5,Wednesday ,7,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,73,Moss Park,73,Moss Park (73),-79.3685389,43.65350532
9395,GO-2022269873,2022-02-10,1.64447E+12,2022-01-15,1.64222E+12,2022,February,10,41,Thursday  ,14,2022,January,15,15,Saturday  ,0,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.38948575,43.65752338
9396,GO-2022271154,2022-02-10,1.64447E+12,2022-02-08,1.6443E+12,2022,February,10,41,Thursday  ,17,2022,February,8,39,Tuesday   ,16,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40150982,43.65460851
9397,GO-2022264882,2022-02-10,1.64447E+12,2022-02-09,1.64438E+12,2022,February,10,41,Thursday  ,8,2022,February,9,40,Wednesday ,15,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.31488928,43.67112405
9398,GO-2022269339,2022-02-10,1.64447E+12,2022-02-10,1.64447E+12,2022,February,10,41,Thursday  ,13,2022,February,10,41,Thursday  ,10,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.37881559,43.66254462
9399,GO-2022278974,2022-02-11,1.64456E+12,2022-02-11,1.64456E+12,2022,February,11,42,Friday    ,22,2022,February,11,42,Friday    ,22,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.42254307,43.64383244
9400,GO-2022278017,2022-02-11,1.64456E+12,2022-02-11,1.64456E+12,2022,February,11,42,Friday    ,19,2022,February,11,42,Friday    ,11,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.50593461,43.6222898
9401,GO-2022273351,2022-02-11,1.64456E+12,2022-02-11,1.64456E+12,2022,February,11,42,Friday    ,3,2022,February,11,42,Friday    ,2,D11,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,88,High Park North,88,High Park North (88),-79.45320409,43.6571763
9402,GO-2022278986,2022-02-11,1.64456E+12,2022-02-09,1.64438E+12,2022,February,11,42,Friday    ,22,2022,February,9,40,Wednesday ,14,D55,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.30054326,43.68844101
9403,GO-2022281403,2022-02-11,1.64456E+12,2021-11-22,1.63756E+12,2022,February,11,42,Friday    ,17,2021,November,22,326,Monday    ,18,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,20,Alderwood,20,Alderwood (20),-79.54485457,43.60084451
9404,GO-2022274444,2022-02-11,1.64456E+12,2022-02-10,1.64447E+12,2022,February,11,42,Friday    ,8,2022,February,10,41,Thursday  ,17,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.42086651,43.68618824
9405,GO-2022276678,2022-02-11,1.64456E+12,2022-02-11,1.64456E+12,2022,February,11,42,Friday    ,17,2022,February,11,42,Friday    ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45151622,43.7240306
9406,GO-2022274657,2022-02-11,1.64456E+12,2022-02-10,1.64447E+12,2022,February,11,42,Friday    ,9,2022,February,10,41,Thursday  ,18,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,142,Woburn North,137,Woburn (137),-79.24641766,43.77859868
9407,GO-2022279852,2022-02-12,1.64464E+12,2022-02-12,1.64464E+12,2022,February,12,43,Saturday  ,3,2022,February,12,43,Saturday  ,2,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37913327,43.6403537
9408,GO-2022288767,2022-02-13,1.64473E+12,2022-02-13,1.64473E+12,2022,February,13,44,Sunday    ,17,2022,February,13,44,Sunday    ,4,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57930378,43.68765643
9409,GO-2022280687,2022-02-13,1.64473E+12,2022-02-09,1.64438E+12,2022,February,13,44,Sunday    ,10,2022,February,9,40,Wednesday ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,35,Westminster-Branson,35,Westminster-Branson (35),-79.4460503,43.78591163
9410,GO-2022294155,2022-02-14,1.64481E+12,2022-02-11,1.64456E+12,2022,February,14,45,Monday    ,15,2022,February,11,42,Friday    ,1,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39927827,43.63909305
9411,GO-2022295525,2022-02-14,1.64481E+12,2022-02-11,1.64456E+12,2022,February,14,45,Monday    ,21,2022,February,11,42,Friday    ,12,D14,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39927827,43.63909305
9412,GO-2022292221,2022-02-14,1.64481E+12,2022-02-14,1.64481E+12,2022,February,14,45,Monday    ,9,2022,February,14,45,Monday    ,9,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4840606,43.75451027
9413,GO-2022293895,2022-02-14,1.64481E+12,2022-02-14,1.64481E+12,2022,February,14,45,Monday    ,13,2022,February,14,45,Monday    ,10,D32,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,211,Theft Over - Distraction,Theft Over,34,Bathurst Manor,34,Bathurst Manor (34),-79.46888233,43.78752819
9414,GO-2022292816,2022-02-14,1.64481E+12,2022-02-14,1.64481E+12,2022,February,14,45,Monday    ,10,2022,February,14,45,Monday    ,10,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38211421,43.65908977
9415,GO-2022293985,2022-02-14,1.64481E+12,2021-12-31,1.64093E+12,2022,February,14,45,Monday    ,14,2021,December,31,365,Friday    ,0,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,46,Pleasant View,46,Pleasant View (46),-79.32480939,43.78010412
9416,GO-2022299715,2022-02-15,1.6449E+12,2021-11-01,1.63574E+12,2022,February,15,46,Tuesday   ,10,2021,November,1,305,Monday    ,9,D12,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,113,Weston,113,Weston (113),-79.51753566,43.70427139
9417,GO-2022299262,2022-02-15,1.6449E+12,2022-02-13,1.64473E+12,2022,February,15,46,Tuesday   ,10,2022,February,13,44,Sunday    ,20,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52884253,43.62629686
9418,GO-2022300812,2022-02-15,1.6449E+12,2022-02-10,1.64447E+12,2022,February,15,46,Tuesday   ,14,2022,February,10,41,Thursday  ,17,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.41806652,43.63877442
9419,GO-2022294619,2022-02-15,1.6449E+12,2022-01-15,1.64222E+12,2022,February,15,46,Tuesday   ,10,2022,January,15,15,Saturday  ,12,D32,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.46427038,43.75693883
9420,GO-2022302560,2022-02-15,1.6449E+12,2022-02-15,1.6449E+12,2022,February,15,46,Tuesday   ,18,2022,February,15,46,Tuesday   ,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.37997035,43.65405661
9421,GO-2022300271,2022-02-15,1.6449E+12,2022-02-15,1.6449E+12,2022,February,15,46,Tuesday   ,12,2022,February,15,46,Tuesday   ,12,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.4733784,43.64041918
9422,GO-20229005732,2022-02-16,1.64499E+12,2022-02-12,1.64464E+12,2022,February,16,47,Wednesday ,17,2022,February,12,43,Saturday  ,5,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,200,Theft From Mail / Bag / Key,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40177341,43.65387617
9423,GO-2022304499,2022-02-16,1.64499E+12,2022-02-16,1.64499E+12,2022,February,16,47,Wednesday ,2,2022,February,16,47,Wednesday ,2,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.41999717,43.63967944
9424,GO-2022304563,2022-02-16,1.64499E+12,2022-02-16,1.64499E+12,2022,February,16,47,Wednesday ,6,2022,February,16,47,Wednesday ,6,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,133,Centennial Scarborough,133,Centennial Scarborough (133),-79.1539327,43.78678813
9425,GO-2022313263,2022-02-17,1.64507E+12,2021-09-09,1.63116E+12,2022,February,17,48,Thursday  ,11,2021,September,9,252,Thursday  ,9,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.40741539,43.67411646
9426,GO-2022305406,2022-02-17,1.64507E+12,2022-02-09,1.64438E+12,2022,February,17,48,Thursday  ,9,2022,February,9,40,Wednesday ,14,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,99,Mount Pleasant East,99,Mount Pleasant East (99),-79.39814507,43.71534802
9427,GO-20229005836,2022-02-17,1.64507E+12,2022-02-15,1.6449E+12,2022,February,17,48,Thursday  ,15,2022,February,15,46,Tuesday   ,13,D13,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,107,Oakwood Village,107,Oakwood Village (107),-79.44121327,43.69349132
9428,GO-2022306901,2022-02-17,1.64507E+12,2022-01-18,1.64248E+12,2022,February,17,48,Thursday  ,10,2022,January,18,18,Tuesday   ,0,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),-79.51128763,43.68375702
9429,GO-2022316199,2022-02-17,1.64507E+12,2022-02-16,1.64499E+12,2022,February,17,48,Thursday  ,19,2022,February,16,47,Wednesday ,16,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.49122915,43.61904794
9430,GO-2022313972,2022-02-17,1.64507E+12,2022-02-16,1.64499E+12,2022,February,17,48,Thursday  ,12,2022,February,16,47,Wednesday ,18,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.48523488,43.62517295
